DepLat;DepLon;ArrLat;ArrLon;NbFlights;CO2Intensity
37.61889;-122.375;47.44889;-122.3094;30;25.2617299
31.2;121.3411;22.55;113.9167;30;32.19924396
22.55;113.9167;40.06333;116.5844;30;43.50437582
45.47055;-73.74083;43.67722;-79.63055;30;28.22040004
38.2925;27.15694;40.97694;28.82111;29;29.52794403
36.91667;30.8;40.97694;28.82111;29;29.26290011
13.68111;100.7472;22.30889;113.9147;29;56.30289996
-15.87111;-47.91861;-23.62667;-46.65528;29;25.9513998
21.03667;-86.87695;19.43639;-99.07222;29;25.96639967
-8.748056;115.1672;-6.125556;106.6558;29;30.62421983
51.41667;3.258333;-6.125556;106.6558;29;26.66091794
45.45;9.283333;41.80444;12.25083;29;24.00620019
1.350278;103.9944;13.68111;100.7472;29;42.75440001
22.55;113.9167;31.2;121.3411;29;31.31284398
-5.116667;119.4;-6.125556;106.6558;29;27.51892793
51.11389;-114.0203;53.30972;-113.5797;29;15.48694685
51.11389;-114.0203;49.19389;-123.1833;29;25.64829981
43.67722;-79.63055;45.47055;-73.74083;29;28.53760016
19.08861;72.86806;12.96667;77.6;28;25.27954382
-43.48889;172.5333;-37.00806;174.7917;28;24.32595956
41.80444;12.25083;45.45;9.283333;28;23.12180018
21.45472;-103.3011;19.43639;-99.07222;28;25.03338963
22.30889;113.9147;13.68111;100.7472;28;54.33749998
40.97694;28.82111;38.2925;27.15694;28;28.60484403
33.9425;-118.4072;47.44889;-122.3094;28;25.14559603
40.76667;-73.86667;42.36306;-71;28;22.67159951
40.46667;-3.566667;41.3;2.083333;28;26.97309995
31.2;121.3411;23.3925;113.2989;28;37.08989978
1.350278;103.9944;22.30889;113.9147;28;45.80389953
-34.945;138.5306;-37.67333;144.8433;27;24.29659975
-37.00806;174.7917;-43.48889;172.5333;27;24.42936957
-37.00806;174.7917;-41.32722;174.8053;27;23.33957958
5.937222;116.05;2.745556;101.71;27;24.46804374
-6.125556;106.6558;51.41667;3.258333;27;24.87505198
37.46917;126.4506;22.30889;113.9147;27;48.5828442
48.71667;2.383333;43.635;1.367778;27;24.28450003
47.44889;-122.3094;33.9425;-118.4072;27;23.79526401
-41.32722;174.8053;-37.00806;174.7917;27;23.33957958
53.30972;-113.5797;51.11389;-114.0203;27;14.719293
13.68111;100.7472;1.350278;103.9944;26;35.27369964
4.703056;-74.13834;10.45;-75.51667;26;23.93889976
23.3925;113.2989;40.06333;116.5844;26;45.04869974
-6.125556;106.6558;-5.116667;119.4;26;24.67888594
28.56944;77.11806;12.96667;77.6;26;24.81874377
32.89694;-97.03806;33.9425;-118.4072;26;28.38460016
32.89694;-97.03806;41.97861;-87.90472;26;24.56322086
22.30889;113.9147;37.46917;126.4506;26;45.30344421
40.97694;28.82111;36.91667;30.8;26;25.73920012
2.745556;101.71;5.937222;116.05;26;23.58164376
44.88333;-93.21694;41.97861;-87.90472;26;22.10525027
25.77833;-100.1064;19.43639;-99.07222;26;23.62169975
40.06333;116.5844;23.3925;113.2989;26;45.01669967
47.44889;-122.3094;37.61889;-122.375;26;22.3023079
43.635;1.367778;48.71667;2.383333;26;23.88450003
43.67722;-79.63055;45.3225;-75.66917;26;22.34020001
12.96667;77.6;28.56944;77.11806;25;23.39994377
42.36306;-71;38.85194;-77.03778;25;21.12470001
-23.62667;-46.65528;-15.87111;-47.91861;25;22.3938998
-33.96472;18.60167;-26.13917;28.24611;25;28.09369993
38.85194;-77.03778;42.36306;-71;25;21.12470001
38.85194;-77.03778;40.76667;-73.86667;25;18.62849993
40.63333;-73.78333;37.61889;-122.375;25;26.8731004
2.745556;101.71;5.3;100.2667;25;24.73874384
33.9425;-118.4072;36.08333;-115.1667;25;21.9212001
19.43639;-99.07222;21.03667;-86.87695;25;22.45949972
43.66528;7.215;48.71667;2.383333;25;22.74750006
41.97861;-87.90472;32.89694;-97.03806;25;23.18962079
41.97861;-87.90472;33.9425;-118.4072;25;23.20621997
41.97861;-87.90472;44.88333;-93.21694;25;23.22940323
45.3225;-75.66917;43.67722;-79.63055;25;20.69029999
59.65194;17.91861;60.19389;11.10028;24;21.32179999
33.63667;-84.42805;41.97861;-87.90472;24;23.00809014
42.36306;-71;39.87194;-75.24111;24;19.74289995
10.45;-75.51667;4.703056;-74.13834;24;22.16609979
38.85194;-77.03778;41.97861;-87.90472;24;20.75139999
32.89694;-97.03806;33.63667;-84.42805;24;25.46605086
7.016667;100.45;13.9125;100.6067;24;21.95895195
-26.13917;28.24611;-33.96472;18.60167;24;27.83729994
28.42944;-81.30889;33.63667;-84.42805;24;27.13671499
19.43639;-99.07222;25.77833;-100.1064;24;22.59329975
41.97861;-87.90472;38.85194;-77.03778;24;20.63929999
48.71667;2.383333;43.66528;7.215;24;21.86110008
60.19389;11.10028;59.65194;17.91861;24;21.32179999
33.43333;-112.0333;33.9425;-118.4072;24;18.7543202
10.65;-61.51667;11.25;-60.66667;24;10.64620012
37.61889;-122.375;40.63333;-73.78333;24;25.86640036
11.25;-60.66667;10.65;-61.51667;24;10.64620012
33.63667;-84.42805;32.89694;-97.03806;23;22.75145078
23.3925;113.2989;30.3;120.2833;23;21.08090007
39.86167;-104.6731;33.43333;-112.0333;23;20.43427801
30.3;120.2833;40.06333;116.5844;23;24.07230031
8.113333;98.31694;13.9125;100.6067;23;21.30678773
-7.783333;110.4333;-6.125556;106.6558;23;21.07104701
1.484722;110.3469;2.745556;101.71;23;21.53239977
2.745556;101.71;1.484722;110.3469;23;21.53239977
33.9425;-118.4072;32.89694;-97.03806;23;24.35700011
33.9425;-118.4072;41.97861;-87.90472;23;21.36001998
33.9425;-118.4072;33.43333;-112.0333;23;17.91137928
40.76667;-73.86667;38.85194;-77.03778;23;16.88269994
-12.02194;-77.11444;-13.53333;-71.96667;23;19.92428488
40.06333;116.5844;30.3;120.2833;23;23.88450027
39.87194;-75.24111;42.36306;-71;23;18.84589994
-33.55972;-70.7;-23.43944;-70.44278;23;20.37719977
10.81889;106.6519;16.03333;108.1833;23;22.36840022
-34.945;138.5306;-33.94611;151.1772;22;19.77723175
-23.43944;-70.44278;-33.55972;-70.7;22;19.49279976
4.703056;-74.13834;10.88333;-74.78333;22;19.61909974
-6.125556;106.6558;2.745556;101.71;22;23.98088801
55.61806;12.65583;60.19389;11.10028;22;20.33221999
39.86167;-104.6731;40.78833;-111.9667;22;16.08567506
32.89694;-97.03806;40.76667;-73.86667;22;18.85500002
13.9125;100.6067;7.016667;100.45;22;20.14945197
13.9125;100.6067;8.113333;98.31694;22;20.42038774
53.43333;-6.25;51.46972;-0.451389;22;19.61709976
25.25;55.33333;29.22667;47.96889;22;28.85499966
26.0725;-80.15278;33.63667;-84.42805;22;22.83583206
40.63333;-73.78333;28.42944;-81.30889;22;20.02011997
22.01667;100.8;24.9925;102.7436;22;19.18869996
29.22667;47.96889;25.25;55.33333;22;28.85499966
40.76667;-73.86667;32.89694;-97.03806;22;18.85500002
51.46972;-0.451389;40.63333;-73.78333;22;48.79730046
14.51667;121.0167;7.125556;125.6458;22;22.54729986
41.97861;-87.90472;33.63667;-84.42805;22;18.9600901
60.19389;11.10028;55.61806;12.65583;22;20.45452002
5.3;100.2667;2.745556;101.71;22;20.61914378
33.43333;-112.0333;39.86167;-104.6731;22;19.55211699
37.61889;-122.375;41.97861;-87.90472;22;23.18153208
31.2;121.3411;24.46667;118.1167;22;20.40180004
-33.94611;151.1772;-34.945;138.5306;22;19.75109977
24.46667;118.1167;31.2;121.3411;22;20.40180004
48.65;-123.4333;49.19389;-123.1833;22;8.216848016
33.63667;-84.42805;40.76667;-73.86667;21;21.0671103
33.63667;-84.42805;39.87194;-75.24111;21;19.57300413
33.63667;-84.42805;27.97556;-82.53306;21;20.72781909
10.88333;-74.78333;4.703056;-74.13834;21;18.73269975
42.36306;-71;41.97861;-87.90472;21;19.03389996
23.3925;113.2989;30.57861;103.9472;21;21.7712003
-6.125556;106.6558;-7.783333;110.4333;21;19.18195897
35.21667;-80.93333;33.63667;-84.42805;21;21.62189043
55.61806;12.65583;59.65194;17.91861;21;18.91159999
42.8;141.6667;35.55222;139.7797;21;24.40999997
16.03333;108.1833;10.81889;106.6519;21;20.7159003
38.85194;-77.03778;33.63667;-84.42805;21;20.30947524
39.86167;-104.6731;36.08333;-115.1667;21;18.30872893
7.125556;125.6458;14.51667;121.0167;21;21.66089988
41.80444;12.25083;37.46667;15.06667;21;18.95959491
30.3;120.2833;23.3925;113.2989;21;19.27890009
40.97694;28.82111;40.13333;33;21;21.42614383
40.63333;-73.78333;51.46972;-0.451389;21;48.03020072
34.42722;135.2439;31.14333;121.8053;21;28.53559983
24.9925;102.7436;22.01667;100.8;21;18.30229998
36.08333;-115.1667;39.86167;-104.6731;21;18.41297793
36.08333;-115.1667;37.61889;-122.375;21;17.75083393
40.76667;-73.86667;33.63667;-84.42805;21;20.82237041
40.76667;-73.86667;43.67722;-79.63055;21;16.58519995
51.46972;-0.451389;53.43333;-6.25;21;18.73069978
41.97861;-87.90472;37.61889;-122.375;21;20.00316405
45.58861;-122.5975;47.44889;-122.3094;21;11.51510018
-31.94028;115.9669;-37.67333;144.8433;21;26.91469002
39.87194;-75.24111;33.63667;-84.42805;21;19.81482917
47.44889;-122.3094;45.58861;-122.5975;21;11.51510018
37.61889;-122.375;36.08333;-115.1667;21;17.61153895
43.67722;-79.63055;40.76667;-73.86667;21;16.58519995
36.98222;35.28028;40.97694;28.82111;20;18.45190001
52.30861;4.763889;51.46972;-0.451389;20;18.05324012
33.63667;-84.42805;35.21667;-80.93333;20;20.58716035
33.63667;-84.42805;26.0725;-80.15278;20;20.42221701
19.08861;72.86806;15.5;73.84167;20;18.56094402
42.36306;-71;40.63333;-73.78333;20;16.38864475
33.50472;126.4931;35.17944;128.9383;20;20.31538808
30.57861;103.9472;23.3925;113.2989;20;20.79650033
39.86167;-104.6731;32.89694;-97.03806;20;18.41795039
32.89694;-97.03806;39.86167;-104.6731;20;18.93745029
5.15;73.13;4.191944;73.52917;20;6.000000238
40.13333;33;40.97694;28.82111;20;20.52448785
40.13333;33;40.89861;29.30917;20;18.29029989
50.02639;8.543056;52.56111;13.28944;20;18.23989999
47.61972;-117.5339;47.44889;-122.3094;20;12.58287615
15.5;73.84167;19.08861;72.86806;20;18.56094402
35.55222;139.7797;42.8;141.6667;20;22.42789996
40.63333;-73.78333;42.36306;-71;20;15.88024479
24.9925;102.7436;40.06333;116.5844;20;24.16079974
2.745556;101.71;-6.125556;106.6558;20;20.34318793
40.76667;-73.86667;25.78333;-80.26667;20;18.9160502
51.46972;-0.451389;52.30861;4.763889;20;18.05324012
-37.67333;144.8433;-31.94028;115.9669;20;27.88130009
25.78333;-80.26667;40.76667;-73.86667;20;18.9160502
48.35;11.78333;52.56111;13.28944;20;18.42340004
35.76389;140.3917;25.07778;121.2239;20;31.11599994
41.97861;-87.90472;42.36306;-71;20;17.95129997
40.06333;116.5844;24.9925;102.7436;20;24.19279981
35.17944;128.9383;33.50472;126.4931;20;20.31137609
31.14333;121.8053;34.42722;135.2439;20;26.34499991
32.73333;-117.1833;37.61889;-122.375;20;16.76331389
40.89861;29.30917;38.2925;27.15694;20;18.46199989
40.89861;29.30917;36.91667;30.8;20;18.47219992
36.1;120.3167;31.2;121.3411;20;17.99669981
25.07778;121.2239;35.76389;140.3917;20;30.0339998
52.56111;13.28944;50.02639;8.543056;20;18.11759996
52.56111;13.28944;48.35;11.78333;20;18.42540002
45.47055;-73.74083;43.6275;-79.39611;20;10.05800009
51.11389;-114.0203;43.67722;-79.63055;20;19.44149995
38.2925;27.15694;40.89861;29.30917;19;17.5388999
59.65194;17.91861;55.61806;12.65583;19;17.3955
33.63667;-84.42805;38.85194;-77.03778;19;18.39668024
33.63667;-84.42805;28.42944;-81.30889;19;22.36972505
35.21667;-80.93333;40.76667;-73.86667;19;15.12440047
-13.53333;-71.96667;-12.02194;-77.11444;19;16.67329496
-8.748056;115.1672;1.350278;103.9944;19;21.03219962
-23.43194;-46.46944;-12.9109;-38.331;19;17.59850007
22.30889;113.9147;40.06333;116.5844;19;27.32260001
35.55222;139.7797;26.33333;127.8333;19;28.02349985
21.33333;-157.9333;19.71667;-155.05;19;15.62287962
21.33333;-157.9333;33.9425;-118.4072;19;27.28070045
17.45306;78.4675;19.08861;72.86806;19;19.08754402
2.745556;101.71;6.329722;99.72861;19;17.13519979
40.76667;-73.86667;35.21667;-80.93333;19;15.34580046
6.329722;99.72861;2.745556;101.71;19;17.13519979
28.42944;-81.30889;40.63333;-73.78333;19;17.55295008
14.51667;121.0167;22.30889;113.9147;19;30.95769978
26.33333;127.8333;35.55222;139.7797;19;26.98119986
40.06333;116.5844;29.71917;106.6417;19;18.63119996
40.06333;116.5844;22.30889;113.9147;19;28.72869992
40.06333;116.5844;34.44722;108.7517;19;20.00240028
40.89861;29.30917;40.13333;33;19;17.3671999
47.44889;-122.3094;47.61972;-117.5339;19;11.28563213
31.2;121.3411;36.1;120.3167;19;17.11029983
40.78833;-111.9667;39.86167;-104.6731;19;12.98463506
27.97556;-82.53306;33.63667;-84.42805;19;19.17548013
34.44722;108.7517;40.06333;116.5844;19;19.30280018
43.67722;-79.63055;49.19389;-123.1833;19;22.38829982
43.67722;-79.63055;51.11389;-114.0203;19;18.12249988
59.65194;17.91861;60.31722;24.96333;18;16.02069992
41.3;2.083333;39.55;2.733333;18;15.02769983
13.68111;100.7472;8.113333;98.31694;18;22.85929966
19.08861;72.86806;17.45306;78.4675;18;19.245
-6.125556;106.6558;-1.266667;116.9;18;17.41256404
29.71917;106.6417;40.06333;116.5844;18;18.48829997
37.46667;15.06667;41.80444;12.25083;18;16.29169989
32.89694;-97.03806;29.98444;-95.34139;18;15.66395041
55.41945;37.88583;59.95;30.05;18;15.73290002
-29.97;30.95056;-26.13917;28.24611;18;16.1241318
55.95;-3.35;51.46972;-0.451389;18;16.8829999
40.6925;-74.16861;33.63667;-84.42805;18;16.39506006
50.02639;8.543056;51.46972;-0.451389;18;17.5988003
-23.43194;-46.46944;-8.125833;-34.92389;18;17.55370009
60.31722;24.96333;59.65194;17.91861;18;16.02069992
30.3;120.2833;22.55;113.9167;18;16.53228796
8.113333;98.31694;13.68111;100.7472;18;22.85929966
37.46917;126.4506;31.14333;121.8053;18;33.94860029
33.9425;-118.4072;21.33333;-157.9333;18;27.50328934
59.95;30.05;55.41945;37.88583;18;15.73290002
59.95;30.05;55.97278;37.41472;18;17.67410052
51.46972;-0.451389;55.95;-3.35;18;16.8829999
12.99472;80.17528;28.56944;77.11806;18;16.49558794
14.51667;121.0167;1.350278;103.9944;18;21.87929976
37.71667;-122.2167;33.9425;-118.4072;18;15.46585315
39.55;2.733333;41.3;2.083333;18;15.02769983
31.14333;121.8053;37.46917;126.4506;18;31.92440009
-33.55972;-70.7;-22.48333;-68.91666;18;16.19179988
37.61889;-122.375;40.6925;-74.16861;18;17.77202004
37.61889;-122.375;32.73333;-117.1833;18;14.7478689
1.350278;103.9944;-8.748056;115.1672;18;20.10709965
1.350278;103.9944;14.51667;121.0167;18;21.75899971
40.78833;-111.9667;33.43333;-112.0333;18;14.67362499
-12.9109;-38.331;-23.43194;-46.46944;18;16.61989999
55.97278;37.41472;59.95;30.05;18;17.79440057
-33.94611;151.1772;-35.30695;149.195;18;10.76849991
25.07778;121.2239;34.42722;135.2439;18;29.24549997
43.6275;-79.39611;45.47055;-73.74083;18;9.052200079
49.19389;-123.1833;53.30972;-113.5797;18;15.67909992
49.19389;-123.1833;43.67722;-79.63055;18;21.43259978
33.63667;-84.42805;40.6925;-74.16861;17;15.50176001
36.91667;30.8;40.89861;29.30917;17;15.6559999
26;50.5;25.25;55.33333;17;23.06739974
60.3;5.216667;58.87667;5.637778;17;14.0984951
19.08861;72.86806;12.99472;80.17528;17;15.35839987
-1.266667;116.9;-6.125556;106.6558;17;16.52616405
-15.87111;-47.91861;-22.83333;-43.25;17;15.20940006
39.17528;-76.66833;33.63667;-84.42805;17;16.67747527
23.3925;113.2989;29.71917;106.6417;17;15.54560006
22.63333;88.43333;28.56944;77.11806;17;16.84009993
-6.125556;106.6558;-2.9;104.7;17;15.75265199
30.57861;103.9472;22.55;113.9167;17;18.00830007
28.56944;77.11806;22.63333;88.43333;17;16.84009993
32.89694;-97.03806;30.19444;-97.67;17;15.81006062
40.6925;-74.16861;41.97861;-87.90472;17;14.86347407
53.63333;9.983333;48.35;11.78333;17;15.74170005
22.30889;113.9147;14.51667;121.0167;17;26.27699959
21.33333;-157.9333;19.73889;-156.0456;17;14.35989964
21.33333;-157.9333;21.98333;-159.35;17;13.81519967
19.71667;-155.05;21.33333;-157.9333;17;14.14668965
40.63333;-73.78333;26.0725;-80.15278;17;15.72729009
-26.13917;28.24611;-29.97;30.95056;17;15.20303178
19.73889;-156.0456;21.33333;-157.9333;17;14.35989964
36.08333;-115.1667;47.44889;-122.3094;17;14.26095408
33.9425;-118.4072;33.63667;-84.42805;17;18.03553206
33.9425;-118.4072;39.86167;-104.6731;17;15.16392708
33.9425;-118.4072;37.71667;-122.2167;17;14.56024814
51.50528;0.055278;55.95;-3.35;17;11.15896595
-37.67333;144.8433;-28.18111;153.5;17;15.7335
14.51667;121.0167;10.71306;122.5453;17;15.06079984
48.35;11.78333;53.63333;9.983333;17;15.74170005
-28.18111;153.5;-37.67333;144.8433;17;15.7335
41.97861;-87.90472;39.87194;-75.24111;17;15.89109999
39.87194;-75.24111;41.97861;-87.90472;17;15.91454399
33.43333;-112.0333;47.44889;-122.3094;17;14.29121023
-2.9;104.7;-6.125556;106.6558;17;15.77628601
31.14333;121.8053;35.76389;140.3917;17;27.53429997
31.14333;121.8053;41.87167;123.4333;17;16.15899992
47.44889;-122.3094;36.08333;-115.1667;17;14.36057609
41.87167;123.4333;31.14333;121.8053;17;16.15899992
-6.983333;110.3833;-6.125556;106.6558;17;15.84280807
38.74861;-90.37;41.97861;-87.90472;17;12.23292032
58.87667;5.637778;60.3;5.216667;17;14.01849514
22.55;113.9167;29.71917;106.6417;17;17.15740001
22.55;113.9167;30.57861;103.9472;17;18.04500008
22.55;113.9167;30.3;120.2833;17;15.52558792
34.44722;108.7517;31.14333;121.8053;17;15.53979993
53.30972;-113.5797;49.19389;-123.1833;17;14.30889994
57.1;9.85;55.61806;12.65583;16;12.8784
61.17444;-149.9964;47.44889;-122.3094;16;14.69236201
59.65194;17.91861;65.54389;22.12194;16;14.10010004
33.63667;-84.42805;39.17528;-76.66833;16;16.13895023
33.63667;-84.42805;33.9425;-118.4072;16;16.83003205
33.63667;-84.42805;25.78333;-80.26667;16;16.25415027
33.63667;-84.42805;29.99333;-90.25806;16;15.63471031
30.19444;-97.67;32.89694;-97.03806;16;15.94815558
7.1;-73.15;4.703056;-74.13834;16;14.1783998
4.703056;-74.13834;7.1;-73.15;16;14.1783998
19.08861;72.86806;23.07722;72.63472;16;16.09549987
19.08861;72.86806;25.25;55.33333;16;22.34189987
42.36306;-71;40.6925;-74.16861;16;14.06508797
-35.30695;149.195;-33.94611;151.1772;16;9.523799926
-6.125556;106.6558;-0.05;109.3833;16;14.76959991
-6.125556;106.6558;-6.983333;110.3833;16;14.87682003
50.86667;7.15;48.35;11.78333;16;15.57729995
-22.48333;-68.91666;-33.55972;-70.7;16;14.53929996
29.71917;106.6417;23.3925;113.2989;16;14.58580005
41.41667;-81.85;41.97861;-87.90472;16;12.29448798
35.21667;-80.93333;41.97861;-87.90472;16;13.16040027
-16.88333;145.75;-27.38333;153.1167;16;15.25889981
55.61806;12.65583;57.1;9.85;16;12.88039997
30.57861;103.9472;31.14333;121.8053;16;17.77040017
28.56944;77.11806;12.99472;80.17528;16;14.56578791
39.86167;-104.6731;33.63667;-84.42805;16;14.86129493
39.86167;-104.6731;33.9425;-118.4072;16;14.36057109
39.86167;-104.6731;44.88333;-93.21694;16;14.65179992
39.86167;-104.6731;41.97861;-87.90472;16;14.68932003
39.86167;-104.6731;37.61889;-122.375;16;14.72233206
32.89694;-97.03806;29.53333;-98.46667;16;16.73756063
51.28944;6.766667;48.35;11.78333;16;14.61469996
25.25;55.33333;19.08861;72.86806;16;21.18279982
55.95;-3.35;51.50528;0.055278;16;10.33564895
40.6925;-74.16861;26.0725;-80.15278;16;15.6225999
40.6925;-74.16861;28.42944;-81.30889;16;15.33528793
40.6925;-74.16861;37.61889;-122.375;16;14.87287605
26.0725;-80.15278;40.6925;-74.16861;16;15.39834392
26.0725;-80.15278;40.63333;-73.78333;16;14.87092012
26.0725;-80.15278;40.76667;-73.86667;16;15.32498026
-23.43194;-46.46944;-22.80889;-43.24361;16;14.99349988
-42.83611;147.5103;-37.67333;144.8433;16;14.37489992
22.30889;113.9147;34.42722;135.2439;16;22.36659968
35.55222;139.7797;31.80333;130.7194;16;16.4174999
46.01667;126.5833;31.14333;121.8053;16;14.37209988
29.98444;-95.34139;32.89694;-97.03806;16;13.90715042
37.46917;126.4506;36.1;120.3167;16;15.46364397
40.97694;28.82111;36.98222;35.28028;16;14.83490002
21.67944;39.15667;26.47111;49.79778;16;18.2759999
34.42722;135.2439;22.30889;113.9147;16;22.75239968
34.42722;135.2439;25.07778;121.2239;16;26.11909997
33.84555;131.035;35.55222;139.7797;16;14.40259981
32.8;130.7667;35.55222;139.7797;16;18.38699985
24.42056;118.3444;25.06972;121.5525;16;8.648199975
31.80333;130.7194;35.55222;139.7797;16;16.4174999
33.9425;-118.4072;40.6925;-74.16861;16;15.98188794
33.9425;-118.4072;40.78833;-111.9667;16;12.55523497
40.76667;-73.86667;26.0725;-80.15278;16;15.32498026
51.46972;-0.451389;50.02639;8.543056;16;15.82800031
38.78139;-9.135833;40.46667;-3.566667;16;12.38171992
12.99472;80.17528;19.08861;72.86806;16;14.43529987
40.46667;-3.566667;38.78139;-9.135833;16;13.66899985
40.46667;-3.566667;39.55;2.733333;16;12.98299986
28.42944;-81.30889;40.6925;-74.16861;16;15.73714393
-37.67333;144.8433;-42.83611;147.5103;16;14.37489992
35.06667;-89.96667;33.63667;-84.42805;16;16.80425632
25.78333;-80.26667;33.63667;-84.42805;16;17.29770327
42.95;-87.9;41.97861;-87.90472;16;7.315919876
48.35;11.78333;51.28944;6.766667;16;14.33579987
35.76389;140.3917;31.14333;121.8053;16;24.81969988
41.97861;-87.90472;35.21667;-80.93333;16;12.91770029
41.97861;-87.90472;40.6925;-74.16861;16;13.87057409
33.43333;-112.0333;32.73333;-117.1833;16;15.02709514
-0.05;109.3833;-6.125556;106.6558;16;14.76959991
31.14333;121.8053;38.96556;121.5386;16;14.78390002
10.81889;106.6519;1.350278;103.9944;16;16.03569984
1.350278;103.9944;10.81889;106.6519;16;16.03569984
36.1;120.3167;37.46917;126.4506;16;15.46364397
25.06972;121.5525;24.42056;118.3444;16;8.648199975
34.44722;108.7517;30.3;120.2833;16;14.47819996
45.47055;-73.74083;46.79111;-71.39333;16;6.130586028
59.65194;17.91861;55.55;13.36667;15;12.00420004
33.63667;-84.42805;39.86167;-104.6731;15;13.77200001
33.63667;-84.42805;42.2125;-83.35333;15;15.69639909
33.63667;-84.42805;29.98444;-95.34139;15;12.92486417
33.63667;-84.42805;30.41667;-81.63333;15;16.24896908
-27.38333;153.1167;-16.88333;145.75;15;14.33579981
4.703056;-74.13834;25.78333;-80.26667;15;24.59289992
42.36306;-71;33.63667;-84.42805;15;15.60591501
23.3925;113.2989;31.74194;118.8619;15;13.64629996
-35.30695;149.195;-37.67333;144.8433;15;12.50549987
22.63333;88.43333;19.08861;72.86806;15;13.54889989
-23.62667;-46.65528;-19.63361;-43.96889;15;13.49119997
-6.125556;106.6558;-0.786944;100.2806;15;13.88032001
-6.125556;106.6558;0.460833;101.4444;15;13.92320806
29.71917;106.6417;22.55;113.9167;15;15.34790003
